topic_id	tweet_id	tweet_url	tweet_text	claim	claim_worthiness
covid-19	1234911110861594624	https://twitter.com/PressSec/status/1234911110861594624	President  @realDonaldTrump  made a commitment to donate his salary while in office. Honoring that promise and to further protect the American people, he is donating his 2019 Q4 salary to  @HHSGov  to support the efforts being undertaken to confront, contain, and combat #Coronavirus.	1	1
covid-19	1234685467682979840	https://twitter.com/into_the_brush/status/1234685467682979840	I live in Seattle, I have all symptoms of COVID-19 and have a history of chronic bronchitis.   Since I work in a physical therapy clinic with many 65+ patients and those with chronic illnesses, I decided to be responsible and go to get tested. This is how that went.	0	0
covid-19	1235024875279933440	https://twitter.com/othatsraspberry/status/1235024875279933440	"my dad said ""why don't they just cure corona virus"" and i told him it reminded me of this home movies clip"	0	0
covid-19	1235083359501430789	https://twitter.com/narendramodi/status/1235083359501430789	Experts across the world have advised to reduce mass gatherings to avoid the spread of COVID-19 Novel Coronavirus. Hence, this year I have decided not to participate in any Holi Milan programme.	1	0
covid-19	1235219248903073800	https://twitter.com/indemtel/status/1235219248903073800	Prime Minister of Israel Benjamin Netanyahu  @netanyahu  encourages Israelis to adopt the Indian way of greeting #Namaste at a press conference to mitigate the spread of #coronavirus	1	0
covid-19	1234979421464879105	https://twitter.com/tedlieu/status/1234979421464879105	Dear  @realDonaldTrump : You knew about #Covid_19 in January. It is March and your Administration still does not have enough test kits. That is unconscionable and a dereliction of duty.  Stop minimizing the #CoronaOutbreak and start leading. Lives are at stake. <link>	1	1
covid-19	1235185048078278657	https://twitter.com/urstrulyMahesh/status/1235185048078278657	Safety always comes first. Do not panic and stay safe. #CoronaAlert <link>	0	0
covid-19	1234916336393969667	https://twitter.com/FridaGhitis/status/1234916336393969667	Countries with largest numbers of #coronavirus diagnoses  1. China 2. South Korea 3. Italy 4. Iran 5, Japan 6. France 7. Germany 8. Spain 9. Singapore 10. USA	1	1
covid-19	1234616723615166465	https://twitter.com/RyutaroUchiyama/status/1234616723615166465	I'm stunned by the depth of #coronavirus information being released in #Singapore. On this website you can see every known infection case, where the person lives and works, which hospital they got admitted to, and the network topology of carriers, all laid out on a time-series <link>	1	0
covid-19	1235351764737675264	https://twitter.com/realDonaldTrump/status/1235351764737675264	Thank you, keep up the great work!	0	0
covid-19	1235149229179404289	https://twitter.com/AJEnglish/status/1235149229179404289	The new #coronavirus has killed about 3.4% of confirmed cases globally - making it deadlier than the flu, but still containable.   The seasonal flu's fatality rate is below 1% https://aje.io/gysap	1	1
covid-19	1234650511636410368	https://twitter.com/trusssssmidaddy/status/1234650511636410368	Nigeria being able to handle Ebola and Corona virus effectively just lets you know that the incompetence in everything else is on purpose	1	1
covid-19	1234634259912155137	https://twitter.com/NYGovCuomo/status/1234634259912155137	BREAKING: I am announcing a new directive requiring NY health insurers to waive cost sharing associated with testing for #coronavirus, including emergency room, urgent care and office visits.  We can't let cost be a barrier to access to COVID-19 testing for any New Yorker.	1	1
covid-19	1234831345777627138	https://twitter.com/sincerelykiimss/status/1234831345777627138	Now they want to clean	0	0
covid-19	1235210250812305408	https://twitter.com/NTarnopolsky/status/1235210250812305408	Netanyahu announcing Israel's new extreme measures against #corona. Orders Israelis to stop shaking hands, suggests following Indian custom of namaste instead. 🙏🏽 <link>	1	0
covid-19	1235239113298759680	https://twitter.com/matthewstoller/status/1235239113298759680	Just spoke with ER doc who say he's seeing cases he's 99% sure are #coronavirus. Negative for flu, recent travel, work in airports. Not allowed to test. Patients return to work because they can't take time off w/out a firm diagnosis. Other ER docs seeing the same thing.	1	1
covid-19	1235265562990637056	https://twitter.com/vivekagnihotri/status/1235265562990637056	Slowly, all Hindu traditions will be accepted by the world. Yoga is already in. Need for family system & vegetarianism is dire, Universal Acceptance to fight terrorism, polytheism to fight hate & bigotry of the communists.  The time for unscientific Abrahamic principles is over.<link>	0	0
covid-19	1234835892159877121	https://twitter.com/RepDougCollins/status/1234835892159877121	Congress should NOT tie emergency #coronavirus funding with #FISA reauthorization.   We MUST reform our FISA system to restore the American people’s confidence in our justice system and ensure what happened to  @realDonaldTrump  and his campaign in 2016 NEVER happens again.<link>	0	0
covid-19	1235037111239077889	https://twitter.com/ChinaDaily/status/1235037111239077889	#EXO members #Chanyeol, #Lay, #Suho and #Kai have donated a combined 170 million won to Korea Disaster Relief Association Hope Bridge to help fight the #coronavirus outbreak. #COVID19  @weareoneEXO  @layzhang  #찬열 #ZhangYixing #수호 #엑소	1	0
covid-19	1235001112735944705	https://twitter.com/tedlieu/status/1235001112735944705	Dear  @VP  Pence: What are you hiding from the American people? Why won’t you let the people see and hear what experts are saying about the #CoronaOutbreak?	0	0
covid-19	1234778537615212544	https://twitter.com/RahulGandhi/status/1234778537615212544	Dear  @PMOIndia ,  Quit wasting India's time playing the clown with your social media accounts, when India is facing an emergency. Focus the attention of every Indian on taking on the Corona virus challenge.   Here's how it's done..  #coronavirusindia	0	0
covid-19	1235197302333149185	https://twitter.com/HawleyMO/status/1235197302333149185	Hold on - #China Communist Party now denying #CoronavirusOutbreak originated in China? This after Beijing’s catastrophic mishandling of the virus has caused a global health crisis? What a collection of incompetent thugs & liars <link>	1	1
covid-19	1235166676309676032	https://twitter.com/nytimesworld/status/1235166676309676032	The World Health Organization confirmed that Covid-19 is deadlier than the seasonal flu, but does not transmit as easily. Read the latest updates on the coronavirus outbreak here.	1	1
covid-19	1235172654778167296	https://twitter.com/upasanakonidela/status/1235172654778167296	DO NOT PANIC !  Here’s all what you need to know &amp; do as a responsible citizen.DO NOT PANIC !  Here’s all what you need to know & do as a responsible citizen.  #coronavirusindia Microbe  #covid2019  #CoronaAlert <link>	0	0
covid-19	1235409660104015873	https://twitter.com/atrupar/status/1235409660104015873	"Trump to Hannity on WHO saying coronavirus death rate is 3.4%: ""I think the 3.4% number is really a false number. Now this is just my hunch, but based on a lot of conversations ... personally, I'd say the number is way under 1%.""  Astoundingly irresponsible. <link>"	1	1
covid-19	1234933752498921473	https://twitter.com/tedlieu/status/1234933752498921473	Dear  @realDonaldTrump : Why are we still not testing at the scale we need to contain the #CoronavirusOutbreak?   Have you apologized yet for saying criticism of your Administration’s botched testing was a new hoax? <link>	1	0
covid-19	1235216569539551232	https://twitter.com/MayaKadosh/status/1235216569539551232	Thank you for the inspiration #India- from today all Israelis say #Shalom🇮🇱#Namaste🇮🇳	0	0
covid-19	1235234176414162944	https://twitter.com/tedlieu/status/1235234176414162944	If true, the  @StateDept  officials who denied coronavirus testing to exposed US embassy staff need to resign.   Also, a reminder that last week in  @HouseForeign  Committee,  @SecPompeo  refused 6 times to deny that #coronavirus is a hoax. <link>	1	1
covid-19	1234966189668995078	https://twitter.com/StormIsUponUs/status/1234966189668995078	A call to every Democrat running for president, or anywhere for that matter. Will you join President Trump in donating your quarterly salary toward fighting #CoronaVirus? Citizens would be very grateful. Thank you in advance.	1	1
covid-19	1235278295211618304	https://twitter.com/RepAdamSchiff/status/1235278295211618304	A State of Emergency has been declared for LA City and County due to confirmed cases of Coronavirus.  Angelenos need to be prepared, but not panicked. Listen to the advice of experts.  Make sure you're following  @CDCgov  and  @lapublichealth  for the latest info and recommendations. <link>	1	1
covid-19	1235043647038443523	https://twitter.com/FactcheckingCon/status/1235043647038443523	We are doomed.    #coronavirus #Covid_19 https://t.co/Pey8CNyCOT	0	0
covid-19	1234830346182709249	https://twitter.com/maryt465/status/1234830346182709249	@waltshaub Please repost this. It shares vital information and it's a class on how to lead during times of crisis  An excellent speech by Singapore’s Health Minister Mr. Gan Kim Yong.   An excellent way of describing #coronavirus #CoronaVirusUpdates	0	0
covid-19	1234887886354382849	https://twitter.com/B52Malmet/status/1234887886354382849	#B52Questions 1. Why is Rudy not under arrest? 2. Why is Harvey not in Riker’s? 3. Why is Cuccinelli still working? 4. Has Barr quit yet? 5. When is Flynn being sentenced? 6. Who trusts Pence and Mrs. Miller with messaging about #coronavirus ? 7. Are R’s happy w/their guy?	0	0
covid-19	1234872254883909642	https://twitter.com/WHO/status/1234872254883909642	Globally, about 3.4% of reported #COVID19 cases have died. By comparison, seasonal flu generally kills far fewer than 1% of those infected- @DrTedros  #coronavirus	1	1
covid-19	1235029940208205825	https://twitter.com/tedlieu/status/1235029940208205825	It is a fair question to ask whether the lack of testing is due to gross incompetence by the  @realDonaldTrump  Administration, or Trump’s stated desire to minimize the #CoronaOutbreak. Either way we now have severe consequences. And we cannot get those critical weeks back.	1	1
covid-19	1234980702103334914	https://twitter.com/LadyJYYC/status/1234980702103334914	Nothing to see here folks.   Only the  @GOP  stopping a corona virus bill because it doesn’t allow all of their big pharma pals to charge whatever they want for a lifesaving vaccine that hasn’t even been developed yet.   #OneVoice1 <link>	1	1
covid-19	1234911733111808007	https://twitter.com/svdate/status/1234911733111808007	To date, the president has spent $133.7 million of taxpayer money to play golf.  That is 334 years worth of presidential salary.	1	1
covid-19	1234376367392739329	https://twitter.com/nairikha/status/1234376367392739329	The worst thing about this Corona virus outbreak isn't that it sickens and kills. It's that the outbreak brings out the ugliest of human behavior: the ignorance, stupidity, racism, and phobias, the blame game, the tight-lipped arrogance, the complacence, existing all at once.	0	0
covid-19	1235403545597407232	https://twitter.com/tedlieu/status/1235403545597407232	Dear  @realDonaldTrump : Please stop misleading the American people about #coronavirus. Your own  @NIH  expert Dr. Fauci said the death rate is about 2%. Washington State deaths suggest for certain populations the death rate is even higher.  STOP MAKING STUFF UP. LIVES ARE AT STAKE. <link>	1	1
covid-19	1234928054927077385	https://twitter.com/LKTranslator/status/1234928054927077385	BREAKING: Boris Johnson says he visited Kettering hospital & shook hands with corona patients, but the hospital doesn't have corona cases & shaking hands would be dangerous.  Not sure how I'll gloss over the fact the PM is a liar & a complete fucking idiot, but I'll find a way x.	1	1
covid-19	1234930572411244544	https://twitter.com/DrDenaGrayson/status/1234930572411244544	BREAKING:  @WHO  says the **case-fatality rate for #coronavirus is 3.4%**  The 1918 Spanish Flu that killed 50 million worldwide (population 1.9 billion) had a CFR of ~2.5%, whereas usual seasonal flu is 0.1%  NOT good.  #COVID19 #CoronavirusOutbreak #pandemic h/t  @lauferlaw <link>	1	1
covid-19	1235198753671385091	https://twitter.com/SarahJaneRodri3/status/1235198753671385091	Well she certainly isn't taking any chances..  #CoronaAlert https://t.co/Jegj3K2mSE	0	0
covid-19	1234966701218967553	https://twitter.com/AshaRangappa_/status/1234966701218967553	Ferdinand Marcos’ salary as President of the Philippines never went above $13,500 per year.  He stole $10 billion from his country while in office.  https://theguardian.com/world/2016/may/07/10bn-dollar-question-marcos-millions-nick-davies	1	1
covid-19	1235479539666399234	https://twitter.com/RahulGandhi/status/1235479539666399234	The Health Minister saying that the Indian Govt has the #coronavirus crisis under control, is like the Capt of the Titanic telling passengers not to panic as his ship was unsinkable.   It's time the Govt made public an action plan backed by solid resources to tackle this crisis.	0	0
covid-19	1235087583396261891	https://twitter.com/honkabogo/status/1235087583396261891	China will quarantine any passengers coming to China from countries that have reported cases of corona virus, for two weeks. But their Ambasador to KENYA tells us not to discriminate agaings their nationals. What’s wrong with us? Tulirogwa?	1	1
covid-19	1235355704753557505	https://twitter.com/joshtpm/status/1235355704753557505	Have spoken w readers who have elderly relatives who are resisting social distancing precautions because they've heard on Fox News that COVID-19 is overhyped; hospital doctor in red state who says she assumes it must not be that serious since prep is so much less than for H1N1.	1	1
covid-19	1235102963640696832	https://twitter.com/ShivAroor/status/1235102963640696832	28 #CoronaOutbreak cases thus far in India 👇🏽  Italian tourists: 16  Their driver: 1  Kerala: 3 (cured/discharged)  Agra: 6  Delhi: 1 (Noida school dad)  Telangana: 1  #coronavirusindia	1	1
covid-19	1234918699011919872	https://twitter.com/DrDenaGrayson/status/1234918699011919872	BREAKING: A person who died last week in a #Seattle hospital has since tested positive for #coronavirus. The person lived in the same nursing home that has had numerous #COVID19 cases and deaths.  How many people were exposed due to lack of testing <link>	1	1
covid-19	1234548306451234817	https://twitter.com/RepSwalwell/status/1234548306451234817	My office just received a call from a constituent who yelled, “I’m not falling for the Democrat #coronavirus hoax.” President  @realDonaldTrump , it’s imperative people take this seriously. Your words are giving them the impression that it’s not serious. You must do better.	1	1
covid-19	1235085578795794433	https://twitter.com/Nehr_who/status/1235085578795794433	Virus which has affected the World  - EBOLA - CORONA - SARS - HIV  Virus which has affected India  - SUDHIR - ARNAB - SARDANA - AMISH	1	0
covid-19	1235084048055152642	https://twitter.com/ajibadee_/status/1235084048055152642	Corona virus minding its business by avoiding Africa and going to other continents	1	0
covid-19	1235375867917930498	https://twitter.com/GovMurphy/status/1235375867917930498	Tonight, Acting Governor  @LtGovOliver  and I are announcing the first presumptive positive case of novel coronavirus, or #COVID19, in New Jersey. The individual, a male in his 30s, is hospitalized in Bergen County and has been hospitalized since March 3rd. <link>	1	1
covid-19	1234746024767287296	https://twitter.com/timmerman91/status/1234746024767287296	So basically the Indonesian gov did nothing. #COVID19 patients found out info themselves, checked themselves in, requested test themselves, and on top of al that, found out tests were positive from the media. Woww. #indonesia Flag of Monaco👍🏻 <link>	1	1
covid-19	1235018922023440385	https://twitter.com/leorahorwitzmd/status/1235018922023440385	Non medical friends, let’s have a chat about masks. So, you’ve bought yourself a box of N95 masks and you think you’re good for #COVID19. Let me tell you what my hospital makes me do EVERY YEAR to make sure my N95 mask fits (yes, they come in sizes). Watch out: long thread ahead!	0	0
covid-19	1234614110198943747	https://twitter.com/tedcruz/status/1234614110198943747	Hearing rumors that the swamp is trying to tie long-term FISA reauthorization to emergency funding to fight the #coronavirus. This should not happen. FISA process was abused to spy on  @realDonaldTrump . We need real reform, not political games.	1	1
covid-19	1234959222196056067	https://twitter.com/AngelaRayner/status/1234959222196056067	Boris Johnson visited Kettering General Hospital and there are NO Coronavirus cases there, but he said he shook hands with patients who had #Coronavirus Stop it now, you were absent when floods devastated communities, now #coronavirus stories, go back to hiding in fridges! <link>	1	1
covid-19	1235195629674037248	https://twitter.com/bengee_oye/status/1235195629674037248	#CoronaAlert Google just broke a heart ♥ 😭 https://t.co/EyhUjIthLe	0	0
covid-19	1235341250284474370	https://twitter.com/GHS/status/1235341250284474370	Today's #coronavirus recap:  -93,164 confirmed cases globally & 3,199 deaths  -90% of new cases from Flag of Iran Flag of Italy Flag of South Korea  -#COVID19 deadlier than flu, but doesn't spread as easily ( @WHO )  -Containment still a top Earth globe europe-africa priority  -#PPE supply is rapidly depleting;  increase in production needed	1	0
covid-19	1234872193760129024	https://twitter.com/AynRandPaulRyan/status/1234872193760129024	"Trump literally does not know how vaccines work.  ""You take a solid flu vaccine, you don't think that could have an impact or much of an impact on Corona?""  Medical professionals: ""No.""  #trumpviruscoverup #coronavirusseattle #supertuesday <link>"	1	1
covid-19	1235305149981130757	https://twitter.com/SenTedCruz/status/1235305149981130757	. @realDonaldTrump  acted swiftly to limit travel to & from the affected regions, to quarantine Americans that had been to those regions, and to deny entry to foreign nationals from those regions. Those actions have proven critical for slowing spread of the #coronavirus to the U.S. <link>	1	1
covid-19	1235134799121199105	https://twitter.com/CuspNandita/status/1235134799121199105	Can someone explain this so called co-incidence? #CoronaAlert https://t.co/cMC4mjfOsA	0	0
covid-19	1235247452145451013	https://twitter.com/paulg/status/1235247452145451013	People aren't surprised when I tell them there are 13,000 Covid-19 cases outside China, or when I tell them this number doubles every 3 days. But when I tell them that if growth continues at this rate, we'll have 1.7 million cases in 3 weeks, they're astonished.	1	1
covid-19	1235094882915471365	https://twitter.com/globaltimesnews/status/1235094882915471365	Chinese scientists claim that the #COVID19 virus has probably genetically mutated to two variants: S-cov & L-cov. They believe the L-cov is more dangerous, featuring higher transmitibility and inflicting more harm on human respiratory system.	1	1
covid-19	1235405659765534720	https://twitter.com/anandmahindra/status/1235405659765534720	I tweeted yesterday asking how life could be permanently ‘reset’ due to the Covid-19 virus & since then my box has been flooded with hilarious memes. This one takes the prize—I mean pooch! <link>	0	0
covid-19	1234956181610823680	https://twitter.com/RudyGiuliani/status/1234956181610823680	If you want a really clear explanation of the new #coronavirus, listen to my latest guest on Common Sense, Joe Lhota, from NYU/Langone Hospital.  The origin, the symptoms, advice to minimize your chances of getting it, and the proper perspective.	0	0
covid-19	1235309210667290628	https://twitter.com/RVAwonk/status/1235309210667290628	The US embassy in Tokyo exposed at least 5 employees to #coronavirus patients from the cruise ship Diamond Princess last month.  When they all asked to be tested, a top embassy official not only refused -- he also told them not to seek any outside testing. <link>	1	1
covid-19	1234546210356154368	https://twitter.com/Mikel_Jollett/status/1234546210356154368	UNDERSTAND SOMETHING:  Donald Trump CLOSED the federal program that investigates infectious diseases and viruses in 2018.  He did it because Obama created it.   This is why a narcissistic psychopath can't be president.  #CoronaOutbreak <link>	1	1
covid-19	1235445761195696131	https://twitter.com/WHO/status/1235445761195696131	We are eight weeks into this #COVID19 outbreak: yet we have identified the virus, we have the genetic sequence, PCR & serological assay in use. This wealth of knowledge is unprecedented for a new disease.  #coronavirus <link>	1	1
covid-19	1235203167127834625	https://twitter.com/scontorno/status/1235203167127834625	Florida's surgeon general doesn't have a public health background.  Nor does his chief of staff.   And the deputy secretary in charge of the state's 67 county offices is vacant.   And the deputy secretary for health just started in November.  #coronavirus <link>	1	1
covid-19	1234905840995491842	https://twitter.com/Chikwe_I/status/1234905840995491842	I am well and have continued my duties from home since my return from China as part of the WHO-China Mission on #COVID19  The rumour that I am sick or in quarantine is obviously false.  I look forward to returning to the office after 14 days of self-isolation	1	0
covid-19	1235411401532817409	https://twitter.com/iingwen/status/1235411401532817409	Greeting my good friends from the #US the #Taiwan way. Remember: to better prevent the spread of #COVID19, say no to a handshake & yes to this friendly gesture. Check it out:	1	0
covid-19	1235279506648248321	https://twitter.com/SpeakerPelosi/status/1235279506648248321	Today’s bipartisan, bicameral agreement on a $8.3 billion emergency #coronavirus response funding package will allow us to deliver the coordinated, whole-of-government response needed to keep Americans safe.	1	1
covid-19	1235794636481785857	https://twitter.com/DDNational/status/1235794636481785857	PLEASE RETWEET - DON'T PANIC! #CoronaVirus : Basic Protective Measures Avoid close contact with anyone, if you are experiencing cough and Fever.  #Corona #CoronaAlert #COVID19 <link>	0	0
covid-19	1235039773049278466	https://twitter.com/NegarMortazavi/status/1235039773049278466	Doctors, nurses and health workers in #Iran are risking their lives to fight #Coronavirus in a shortage of resources and equipment, but they are not losing their spirit. <link>	1	0
covid-19	1235285999355334663	https://twitter.com/Casey/status/1235285999355334663	COVID-19 aside, the world would be a much better place if everyone would wash their hands more often	0	0
covid-19	1235178131880841216	https://twitter.com/Channel4News/status/1235178131880841216	"“It’s not important what famous people say... My opinion about corona, it's not important.""  Liverpool manager Jürgen Klopp says only “people with knowledge should talk about” the novel coronavirus outbreak. <link>"	1	0
covid-19	1235207170322583553	https://twitter.com/DHSCgovuk/status/1235207170322583553	UPDATE on coronavirus (#COVID19) testing in the UK:  As of 9am 4 March 2020, a total of 16,659 people have been tested:  16,574 negative. 85 positive.  For latest information visit: https://gov.uk/coronavirus	1	0
covid-19	1234595138200010757	https://twitter.com/TeamTrump/status/1234595138200010757	The #Coronavirus Outbreak shows how important it is to bring manufacturing back to America! https://t.co/3BeUxhdenR	0	0
covid-19	1234851353609961472	https://twitter.com/UnseenJapanSite/status/1234851353609961472	Help a Japanese sweets maker out? Mikasy (a.k.a. The “Wakashi Godzilla”) based in Los Angeles has had a rash of 500 cancellations due to COVID-19 and is selling the leftover candy as gift sets. Can ship anywhere in US. Flavors: hibiscus cranberry, lavender mango, rose and yuzu.	1	0
covid-19	1235350022302158849	https://twitter.com/TulsiGabbard/status/1235350022302158849	Good news — I just voted to pass emergency Coronavirus funding which passed with strong bipartisan support. It will provide $8.2B toward testing, masks, hygiene equipment for first responders, care providers, tele-health access and more. #CoronaAlert #Covid_19 #Coronavirus <link>	1	1
covid-19	1234899404282155008	https://twitter.com/Nehr_who/status/1234899404282155008	- China failed to develop medication for Corona Virus  - Japan failed to develop medication for CoronaVirus  - US failed to develop medication for CoronaVirus  Meanwhile Hindu Mahasabha claims that Gaumutr &Gobar can fight Corona Virus  Mera Desh Badal Raha hai Aage badh raha hai	1	0
covid-19	1234812508780802048	https://twitter.com/sudhirchaudhary/status/1234812508780802048	On my way to #dubai for the  @WIONews  Global Summit. Armed with a mask to beat the #coronavirus. Precaution is better than panic. Stay safe. See you soon.	0	0
covid-19	1234979683499855874	https://twitter.com/PressSec/status/1234979683499855874	Today, President  @realDonaldTrump  participated in a briefing with leaders of  @NIH  and toured their Viral Pathogenesis Lab to support the development of vaccines for the #Coronavirus. The President’s number one priority is, and remains, the safety of the American people.	1	0
covid-19	1235178507820347392	https://twitter.com/globaltimesnews/status/1235178507820347392	Gene sequencing by Beijing Ditan Hospital found coronavirus in the cerebrospinal fluid of a 56-year-old confirmed #COVID19 patient with encephalitis, which provides evidence that COVID19 can invade patients’ nervous systems, just like SARS and MERS.	1	1
covid-19	1237436114887041024	https://twitter.com/user/status/1237436114887041024	THIS MAN IS A GENIUS he figured out the Corona virus problem 😮 https://t.co/EZP7IqTtxV	0	0
covid-19	1237152789815529472	https://twitter.com/user/status/1237152789815529472	My wife and I get corona virus. We go to Disneyland and ride California screamin. The park finds out and quarantines us on the coaster and we endlessly ride. We have kids and they grow up on the coaster. It’s all they know. This coaster is our home now. Life is beautiful.	0	0
covid-19	1236309595544584192	https://twitter.com/user/status/1236309595544584192	2004- SARS 2008- AVIAN 2010- SWINE 2014- EBOLA 2016- ZIKA 2020- CORONA all election years, that’s it that’s the tweet. https://t.co/NoDyFTeq1Y	1	0
covid-19	1236728416595927040	https://twitter.com/user/status/1236728416595927040	crap this virus is turning all the people into pigeons #coronavirus https://t.co/UopvX9BqZD	1	0
covid-19	1237024977616019456	https://twitter.com/user/status/1237024977616019456	Corona got these flights cheap as hell I gotta job interview in Greece Monday	1	0
covid-19	1237399131074768897	https://twitter.com/user/status/1237399131074768897	My professor just told me that if we get a whiff of smoke it’s because another professor put the papers he was grading in the microwave to rid them of any chance of Corona Virus &amp; then the papers caught on fire... I can’t make this stuff up people	1	0
covid-19	1236954229186723840	https://twitter.com/user/status/1236954229186723840	"Please, please guys. Here in northern #Italy we made one big mistake. Everybody kept saying ""It's just flu"" and now our intensive care units are collapsing. Everybody kept going outside like nothing happened and now our grandparents and parents are dying. #coronavirus is not #flu"	1	1
covid-19	1237483793868603403	https://twitter.com/user/status/1237483793868603403	american scientists: “why isn’t coronavirus affecting africa?” africa: https://t.co/1T2z0RaSfN	0	0
covid-19	1237586009895792640	https://twitter.com/user/status/1237586009895792640	This virus is on the campaign trail of a lifetime. Lowering airline and gas prices?Giving people paid leave from work? Making college campuses revert to online classes for a month? Corona is tryna secure your vote. https://t.co/D9Rwl3jfrh	1	0
covid-19	1237311577122054144	https://twitter.com/user/status/1237311577122054144	This is how Singapore is fighting the Corona Virus WOW! This is what a government that cares about its people looks like. https://t.co/ExWhxltemM	0	0
covid-19	1237068388905730048	https://twitter.com/user/status/1237068388905730048	So NONE of these Corona Virus cases have been black people?! LEMME FOUND OUT WE IMMUNE. It’s the least God can do after slavery.	1	0
covid-19	1236468055967842304	https://twitter.com/user/status/1236468055967842304	The corona virus made flights so cheap i think it’s finally time to start traveling. Lmaooooo. I’m here for a good time not a long time.	1	0
covid-19	1236973932885856263	https://twitter.com/user/status/1236973932885856263	COVID-19 WILL END SOON, AMEN!!! COVID-19 WILL END SOON, AMEN!!! COVID-19 WILL END SOON, AMEN!!! COVID-19 WILL END SOON, AMEN!!! COVID-19 WILL END SOON, AMEN!!!	0	0
covid-19	1235983259797864449	https://twitter.com/user/status/1235983259797864449	Fuck corona virus all my homies got Bieber fever	0	0
covid-19	1236549305189597189	https://twitter.com/user/status/1236549305189597189	1/25 Part 1 - Why does soap work so well on the SARS-CoV-2, the coronavirus and indeed most viruses? Because it is a self-assembled nanoparticle in which the weakest link is the lipid (fatty) bilayer. A two part thread about soap, viruses and supramolecular chemistry #COVID19 https://t.co/OCwqPjO5Ht	1	1
covid-19	1237503956537847808	https://twitter.com/user/status/1237503956537847808	When the Corona Virus pulls up on me https://t.co/2Ry6FU1giF	0	0
covid-19	1237178119422803968	https://twitter.com/user/status/1237178119422803968	corona virus will end soon, amen.	0	0
covid-19	1236095180459003909	https://twitter.com/user/status/1236095180459003909	I think most people aren’t aware of the risk of systemic healthcare failure due to #COVID19 because they simply haven’t run the numbers yet. Let’s talk math. 1/n	1	1
covid-19	1236354019607465984	https://twitter.com/user/status/1236354019607465984	aiiight that’s it! This shit has gone tooo far now! https://t.co/hFrHqlxqZb	0	0
covid-19	1237143942233231360	https://twitter.com/user/status/1237143942233231360	Even before corona virus I been doing this😂😂 https://t.co/prUsuusx0r	0	0
covid-19	1237214389058535424	https://twitter.com/user/status/1237214389058535424	That's a free $4,600 for me I'm built different 💯 https://t.co/a912g3u9Gv	0	0
covid-19	1237244213424787457	https://twitter.com/user/status/1237244213424787457	every time i see COVID-19 written out i read it to the tune of “come on eileen.” if i have to bear this burden so do all of you	0	0
covid-19	1237398713313693697	https://twitter.com/user/status/1237398713313693697	You’re not just protecting yourself by working from home, minimizing travel, and washing your hands. You’re protecting people in your community who may have a greater risk of complications from COVID-19 than you do. We’re all in this together. Let’s act like it.	1	0
covid-19	1237316237568299008	https://twitter.com/user/status/1237316237568299008	COVID-19 PLEASE STOP SPREADING COVID-19 PLEASE STOP SPREADING COVID-19 PLEASE STOP SPREADING COVID-19 PLEASE STOP SPREADING COVID-19 PLEASE STOP SPREADING COVID-19 PLEASE STOP SPREADING COVID-19 PLEASE STOP SPREADING COVID-19 PLEASE STOP SPREADING	0	0
covid-19	1237514319211794433	https://twitter.com/user/status/1237514319211794433	Corona is canceling everything but student loans and debt.	1	0
covid-19	1237198712855654402	https://twitter.com/user/status/1237198712855654402	Just wanna leave it here. COVID-19 PHILIPPINES https://t.co/SqIA4deGBB	0	0
covid-19	1236933818654896129	https://twitter.com/user/status/1236933818654896129	"1/ I may be repeating myself, but I want to fight this sense of security that I see outside of the epicenters, as if nothing was going to happen ""here"". The media in Europe are reassuring, politicians are reassuring, while there's little to be reassured of. #COVID19 #coronavirus"	1	1
covid-19	1236423605241753602	https://twitter.com/user/status/1236423605241753602	tfw people tellin you not to panic about corona but this is the mindset of literally every food service GM in america https://t.co/hwQvhNYpO6	0	0
covid-19	1236721200291655680	https://twitter.com/user/status/1236721200291655680	If you only learn one thing about #COVID19 today make it this: everyone's job is to help FLATTEN THE CURVE. With thanks to @XTOTL &amp; @TheSpinoffTV for the awesome GIF. Please share far &amp; wide. https://t.co/O7xlBGAiZY	0	0
covid-19	1237144385629728768	https://twitter.com/user/status/1237144385629728768	italy - entire country in lockdown france - time for a smurf festival https://t.co/32UpOnbp8a	1	0
covid-19	1237104726048518147	https://twitter.com/user/status/1237104726048518147	yt people blaming chinese people for bringing the corona virus to the U.S. is the most hypocritical thing i’ve ever seen.. did you colonizers forget when y’all brought the flu, smallpox, and measles here? killing 90% of my indigenous ancestors because i sure didn’t 🤔	1	1
covid-19	1236130927211728896	https://twitter.com/user/status/1236130927211728896	the fact that one way tickets to italy are like $600 rn .....that’s it i’m packing my bags and starting a new life. if I get corona virus I get corona virus	1	0
covid-19	1237115374757392392	https://twitter.com/user/status/1237115374757392392	This doctor’s advice for surviving the Wuhan #coronavirus: 1. Stay calm. 2. Wash your hands. 3. Turn off the garbage news media.	1	0
covid-19	1237165006338150400	https://twitter.com/user/status/1237165006338150400	Shot by the police. https://t.co/xXQS7WNzrl	0	0
covid-19	1237177566168895488	https://twitter.com/user/status/1237177566168895488	Corona virus will end soon in jesus name🥺❤	0	0
covid-19	1237437567395606530	https://twitter.com/user/status/1237437567395606530	corona lowering gas prices and flights, and not fuckin w my black people? God showing out	1	1
